,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all_year
873,"('政令', 58.37315367599535)","('原案', 44.99111634974659)","('高度', 49.58733509971892)","('マイナス', 45.83816780199829)","('違法', 55.65451646146418)","('不動産', 48.83505497896528)","('従事', 36.99436911943112)","('凍結', 38.04052582461453)","('承認', 36.65260085660576)","('統一', 44.448046327759)","('尊重', 36.47993217637353)","('監督', 48.0438776423431)","('勤務', 55.127027039083885)","('基盤', 49.710135543385924)","('ニュース', 47.572866381899054)","('未来', 45.90152279772025)","('福祉', 54.233242503287535)","('保有', 47.21599082792071)","('指標', 42.68487172128077)","('交付金', 44.27429472151255)","('方策', 25.867521152559647)","('公共', 927.7595200168569)"
874,"('通常', 58.287598768029795)","('保全', 44.95825068839768)","('農林水産省', 49.560015729530505)","('役員', 45.80378038468069)","('さき', 55.589659827565235)","('自然', 48.7582378022273)","('精神', 36.98668117978708)","('免除', 38.04009215189121)","('自然', 36.63331975906296)","('詳細', 44.388615413564075)","('地方交付税', 36.451440224145614)","('年齢', 47.985205599616215)","('自然', 55.10811414647171)","('適正化', 49.68850310284669)","('金融庁', 47.5529639692262)","('国債', 45.86248724780924)","('返還', 54.18620996940494)","('アンケート', 47.21527278698039)","('受入れ', 42.67595097752852)","('証明', 44.22910673619526)","('資格', 25.861596005870194)","('排除', 926.2293190709591)"
875,"('介護', 58.20343238604869)","('排除', 44.94161701137031)","('構造改革', 49.54741930497341)","('違法', 45.717936529681616)","('手法', 55.49176777097901)","('発想', 48.71738935372792)","('国際社会', 36.92245686887719)","('協会', 38.02478532226395)","('賃金', 36.60116151913245)","('免除', 44.33585745250909)","('放射線', 36.44912712366694)","('都市', 47.85683570210089)","('特定秘密保護法', 55.06817446936849)","('地震', 49.61663559008384)","('多様', 47.53206409864612)","('政府参考人', 45.854555918405055)","('条例', 54.183173097739264)","('徴収', 47.20132505730652)","('過程', 42.66057658010226)","('構成', 44.19452762604132)","('知事', 25.842304856859492)","('停止', 925.2416101924971)"
876,"('同意', 58.11030437133009)","('一連', 44.88449562114219)","('担当大臣', 49.545893221071296)","('入札', 45.53512978864106)","('依頼', 55.44207475597798)","('開始', 48.69849311762408)","('点検', 36.90384726735071)","('公述', 38.0091623121527)","('限定', 36.57051299160147)","('課税', 44.311146036036206)","('第一', 36.41438790993364)","('年度', 47.83475784504955)","('牛肉', 55.06383441045979)","('協同組合', 49.58686913149435)","('速やか', 47.4557960598871)","('不可欠', 45.83377190776143)","('保有', 54.12107858418321)","('多様', 47.17563681703858)","('官邸', 42.64284286497645)","('ミス', 44.18301523388881)","('予想', 25.80690303037229)","('トップ', 924.5951025519854)"
877,"('記載', 58.05014484887653)","('受けて', 44.83011981203933)","('国庫', 49.47426010472148)","('要支援', 45.53041724838451)","('拡充', 55.391352686725774)","('検察官', 48.56670207483299)","('学生', 36.880971552858796)","('議題', 37.99899422406133)","('生物多様性', 36.511910772786685)","('背景', 44.30484464881161)","('言及', 36.39416047959351)","('した', 47.79948180433183)","('採決', 55.03396468422015)","('救済', 49.57130034223747)","('カット', 47.38342147411264)","('速やか', 45.78668110898461)","('ニュース', 54.08316850035846)","('再建', 47.124543222326594)","('救済', 42.63499061290453)","('公平', 44.04559176393706)","('勉強', 25.75660420385511)","('食料', 922.4835103823652)"
878,"('プロジェクト', 58.04419536015164)","('低下', 44.82405207595371)","('貢献', 49.435301792303775)","('単純', 45.40842762851612)","('支出', 55.355088492394124)","('自立', 48.451137510294046)","('かなり', 36.84973892153405)","('税収', 37.95928883688531)","('拉致問題', 36.49021322984407)","('高校', 44.27890032094869)","('大阪', 36.38596477998324)","('スキーム', 47.741721228110464)","('森林', 55.00567513090468)","('保育', 49.50711468443346)","('職務', 47.35072291657875)","('ペーパー', 45.781341244145274)","('協議会', 54.04267691639789)","('人権', 47.121742321499276)","('監視', 42.59740310873159)","('自粛', 43.99369337866443)","('裁判所', 25.712888813787465)","('プロジェクト', 921.798365638096)"
879,"('癒着', 58.02271417609602)","('確定', 44.77123941090912)","('森林', 49.41856931217031)","('実情', 45.37170155023069)","('第一', 55.34544887412135)","('消費', 48.423083523862125)","('保健', 36.848731816264376)","('説明責任', 37.95246360220426)","('制定', 36.43907223808267)","('記憶', 44.247059662993415)","('比例', 36.374362559003956)","('テロ', 47.66034765135047)","('上昇', 54.98433640310892)","('申し出', 49.503241429397285)","('交通', 47.350662633829515)","('がん', 45.71426778646281)","('アクセス', 54.02389951459703)","('排除', 47.07284229650861)","('確実', 42.58973641244421)","('日銀', 43.982909847958695)","('設計', 25.654305113680735)","('主体', 921.1796136185997)"
880,"('加速', 57.95926915968886)","('社会保障', 44.7112338996994)","('徴収', 49.40277378531718)","('一連', 45.33918439370529)","('研究所', 55.29988137469121)","('失礼', 48.399190972140325)","('基盤', 36.77761045026479)","('流通', 37.94360181256213)","('ドイツ', 36.38507973342166)","('散会', 44.21307836192455)","('予想', 36.26853812173849)","('福島第一原発', 47.59836669361456)","('価値', 54.87758328053642)","('山谷', 49.480472720643135)","('活性化', 47.346188352132856)","('民間企業', 45.71273350449147)","('自然', 53.98760745948539)","('訴訟', 47.02067802960991)","('八割', 42.572212480495544)","('政府参考人', 43.97302204610327)","('失礼', 25.640827849920512)","('第一', 919.9008510386432)"
881,"('事案', 57.945179724738026)","('周辺', 44.69671313697205)","('記憶', 49.27714703200414)","('食料', 45.28057557460944)","('差別', 55.25871265767121)","('改定', 48.39545524639607)","('予防', 36.721043831939674)","('尊重', 37.925503314519794)","('散会', 36.38401855297572)","('アジア', 44.19092903793358)","('国土', 36.234543843525216)","('医者', 47.59756124745181)","('聴取', 54.83781027948842)","('加入', 49.44791291101915)","('安保', 47.33240469945018)","('トラブル', 45.70620674518227)","('迅速', 53.95788765136229)","('官邸', 46.85264433309038)","('一人一人', 42.54658650926675)","('考慮', 43.97277164669164)","('面積', 25.621812386467727)","('御覧', 918.9592724954208)"
882,"('販売', 57.9288238704605)","('価値', 44.69002683351074)","('部隊', 49.141854531395495)","('ユニバーサルサービス', 45.27563828498041)","('該当', 55.22182158486376)","('論点', 48.35526725863994)","('ガソリン税', 36.683687633992804)","('共同', 37.85793190652057)","('勝手', 36.261385767341096)","('昭和', 44.17151957765598)","('徴収', 36.20823482555413)","('犯罪', 47.57056972875151)","('実感', 54.83482238117348)","('独立', 49.422149493964895)","('考慮', 47.331016903004176)","('農水', 45.65137272788847)","('技能実習', 53.91045153023782)","('国有林', 46.841456017168774)","('発揮', 42.48743333827048)","('歴史', 43.953121143635954)","('製品', 25.615845557960753)","('誤解', 918.2584044640388)"
883,"('グループ', 57.895779668556074)","('形態', 44.582021373780776)","('部門', 49.12545506830487)","('高齢', 45.24920277217874)","('インド', 55.20758882219565)","('プロジェクト', 48.338240862476006)","('貢献', 36.63022735060289)","('コメント', 37.851619403270725)","('補てん', 36.245391690299996)","('マスコミ', 44.14927750986117)","('原案', 36.19178042956629)","('就任', 47.437919490640965)","('既存', 54.78614683183398)","('観光', 49.39907318858951)","('小学校', 47.25402452232588)","('信用', 45.509961113656104)","('抜本', 53.899274368996664)","('人々', 46.823558187069565)","('稼働', 42.42969929889939)","('放出', 43.913219821516286)","('概要', 25.60922301550216)","('お互い', 917.1879161877005)"
884,"('詳細', 57.892124243950576)","('監査法人', 44.5330935804122)","('保有', 49.10402577922362)","('最低', 45.14225819247426)","('少子化', 55.1770045127163)","('共通', 48.305730533590996)","('就労', 36.614139288513165)","('連絡', 37.83591414695681)","('申しわけ', 36.2401369303647)","('苦労', 44.12699811601765)","('何回', 36.1831375470487)","('無理', 47.369070576905926)","('削除', 54.65318487845198)","('申出', 49.36990870348651)","('人口減少', 47.24727465513372)","('漁業', 45.50760058035923)","('赤字', 53.89642605145352)","('知見', 46.807863749472965)","('倒産', 42.40292557600781)","('注目', 43.82278278608615)","('主体', 25.59792171707999)","('自己', 916.2197427629316)"
885,"('文部省', 57.81187300467139)","('交付', 44.49601121161571)","('裏金', 49.045030841675896)","('番組', 45.03495544530103)","('トラブル', 55.16623977393462)","('農林水産省', 48.29943379546305)","('効率', 36.612241958589635)","('モデル', 37.82728866687118)","('配置', 36.23249181025417)","('配置', 44.12406271350638)","('連絡', 36.156797649566634)","('メンバー', 47.36510021121636)","('撤回', 54.60656660609259)","('写真', 49.305395358807104)","('再建', 47.22646355598857)","('補償', 45.451323061704656)","('革命', 53.89130724804505)","('方策', 46.79310047757705)","('経営者', 42.36840852900928)","('保育士', 43.75016616019745)","('暮らし', 25.577869286441526)","('基本計画', 915.7573591009979)"
886,"('裁判官', 57.73194523636281)","('バランス', 44.48654063329269)","('支払い', 48.95161345338977)","('誤解', 45.01983175683132)","('世代', 55.16252044046843)","('手法', 48.29146479021636)","('限界', 36.55682635838479)","('論点', 37.73484597345026)","('金利', 36.16642841872942)","('予想', 44.119697936653466)","('ないじゃないですか', 36.1200955613399)","('独自', 47.34216459899465)","('農業者', 54.585907971267346)","('大綱', 49.233285728189266)","('貿易', 47.18961738888649)","('多様', 45.44039787288015)","('テレビ', 53.888820292615534)","('タイミング', 46.70970754678198)","('注目', 42.36475036791758)","('複数', 43.707983585799525)","('文部科学省', 25.514266178338406)","('確実', 915.6912425114991)"
887,"('国家公務員', 57.658073604144704)","('予防', 44.47478325345136)","('圧力', 48.949870311111304)","('解散', 45.01391694926228)","('共有', 55.13949409778259)","('集中', 48.28930886258764)","('国債', 36.54562681685319)","('経営者', 37.722621147579986)","('生徒', 36.107488407535115)","('問題点', 44.10387522341274)","('返済', 36.08378443821904)","('残り', 47.33050687239012)","('考慮', 54.571835230785425)","('侵害', 49.22771763553342)","('第一', 47.16468966814298)","('生活保護', 45.43448328514466)","('発効', 53.850348266057445)","('上昇', 46.67223053652001)","('引上げ', 42.30984488503517)","('資産', 43.677980669613156)","('全力', 25.498443063554035)","('国益', 913.6090148393611)"
888,"('営業', 57.6192809170853)","('紛争', 44.46945122955654)","('方策', 48.86050071085418)","('意欲', 44.97854986133363)","('政令', 55.01991871179376)","('面積', 48.26716816028459)","('独自', 36.543084751622)","('認可', 37.71318349326962)","('公益法人', 36.06681317431209)","('二つ目', 44.08921523227117)","('推移', 36.061875006395184)","('勤務', 47.328571619541854)","('原発事故', 54.56163904191782)","('軽減', 49.2152382657695)","('虐待', 47.11188288400482)","('高校', 45.351714979023605)","('交付金', 53.642631740220615)","('外部', 46.55968510915058)","('厚生労働大臣', 42.27060654115253)","('東京電力', 43.5927455315485)","('死亡', 25.47427038717913)","('プログラム', 913.4904173201655)"
889,"('実質', 57.61534471556406)","('交付税', 44.41797042321404)","('傾向', 48.84768864454379)","('ボランティア', 44.95036564782023)","('少子化対策', 55.0077184857856)","('矛盾', 48.23118948715661)","('誤解', 36.43839018650069)","('防衛', 37.69296080782757)","('もっともっと', 36.06072895233129)","('わら', 44.078966605992164)","('失敗', 36.01551334164933)","('定員', 47.261023055333894)","('方式', 54.51665279784372)","('アンケート', 49.20048215405513)","('isds', 46.968082407828746)","('保管', 45.30401132420707)","('矛盾', 53.543745218350715)","('科学', 46.43664488743398)","('検察庁法', 42.26962074799578)","('他方', 43.57721112675708)","('大企業', 25.447781817124042)","('地方創生', 909.3068643025192)"
890,"('圧力', 57.60411976017754)","('圧力', 44.36940560632312)","('児童虐待', 48.767057914676585)","('議会', 44.94191594480622)","('価値', 54.973144200369006)","('特区', 48.20822363323935)","('問題意識', 36.42902963669557)","('不動産', 37.654659777647076)","('是正', 36.02669513907866)","('地区', 44.053052477303126)","('危機', 36.013526334007544)","('外部', 47.22803257134339)","('早急', 54.453728213576284)","('録音', 49.1853571026428)","('九州', 46.85938698397691)","('退職', 45.29412416066988)","('省令', 53.46815476292814)","('考慮', 46.39786264872233)","('男性', 42.19426357987091)","('年度', 43.49029975686817)","('訴訟', 25.439835681958673)","('放置', 909.0796221306751)"
891,"('公平', 57.54343786882428)","('指針', 44.36342475704308)","('危機管理', 48.684873111562474)","('結果的', 44.916360017006134)","('陳述', 54.95580933125294)","('排出', 48.15949601923298)","('プログラム', 36.38756640931469)","('実情', 37.593672029359986)","('郵政', 36.02561584568866)","('改正案', 44.02725837005543)","('根本', 35.99808331977373)","('購入', 47.220500304754836)","('感覚', 54.42867114250823)","('文言', 49.08758576411753)","('再生可能エネルギー', 46.81556835751594)","('行政文書', 45.28423696578548)","('科学', 53.4505724420947)","('補償', 46.35446483456559)","('水際対策', 42.18090915110565)","('価値', 43.479743957813824)","('サイバー攻撃', 25.43702688722839)","('手法', 907.7887112176021)"
